 *  Executing task in folder rocket_groundstation: platformio device monitor 

--- Terminal on /dev/cu.usbserial-A5069RR4 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp8266_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
6310,0,-104.25,0.00,-0.84,-1.66,9.79,-9.6,5.0,0.6,0
6320,0,-104.18,0.00,-0.85,-1.65,9.79,-9.6,5.0,0.6,0
6330,0,-104.16,0.00,-0.86,-1.65,9.80,-9.6,5.0,0.6,0
6340,0,-104.04,0.00,-0.84,-1.65,9.79,-9.6,5.0,0.6,0
6350,0,-103.97,0.00,-0.87,-1.66,9.79,-9.6,5.0,0.6,0
6360,0,-104.03,0.00,-0.86,-1.67,9.79,-9.6,5.0,0.6,0
6370,0,-104.09,0.00,-0.84,-1.68,9.81,-9.6,5.0,0.6,0
6380,0,-104.10,0.00,-0.84,-1.68,9.79,-9.6,5.0,0.6,0
6390,0,-104.12,0.00,-0.84,-1.67,9.80,-9.6,5.0,0.6,0
6400,0,-104.23,0.00,-0.84,-1.63,9.78,-9.6,5.0,0.6,0
6410,0,-104.20,0.00,-0.84,-1.64,9.79,-9.6,5.0,0.6,0
6420,0,-104.18,0.00,-0.86,-1.66,9.80,-9.6,5.0,0.6,0
6430,0,-104.23,0.00,-0.85,-1.64,9.80,-9.6,5.0,0.6,0
6440,0,-104.07,0.00,-0.84,-1.66,9.80,-9.6,5.0,0.6,0
6450,0,-103.95,0.00,-0.86,-1.65,9.79,-9.6,5.0,0.6,0
6460,0,-103.93,0.00,-0.84,-1.66,9.80,-9.6,5.0,0.6,0
6470,0,-103.95,0.00,-0.85,-1.65,9.80,-9.6,5.0,0.6,0
6480,0,-103.99,0.00,-0.84,-1.67,9.81,-9.6,5.0,0.6,0
6490,0,-104.04,0.00,-0.84,-1.65,9.80,-9.6,5.0,0.6,0
6500,0,-104.02,0.00,-0.85,-1.64,9.78,-9.6,5.0,0.6,0
6510,0,-104.02,0.00,-0.85,-1.64,9.79,-9.6,5.0,0.6,0
6520,0,-104.02,0.00,-0.84,-1.66,9.81,-9.6,5.0,0.6,0
6530,0,-103.96,0.00,-0.83,-1.65,9.81,-9.6,5.0,0.6,0
6540,0,-103.95,0.00,-0.84,-1.66,9.78,-9.6,5.0,0.6,0
6550,0,-103.91,0.00,-0.86,-1.66,9.78,-9.6,5.0,0.6,0
6560,0,-104.02,0.00,-0.84,-1.64,9.80,-9.6,5.0,0.6,0
6570,0,-104.18,0.00,-0.85,-1.65,9.80,-9.6,5.0,0.6,0
6580,0,-104.20,0.00,-0.85,-1.67,9.80,-9.6,5.0,0.6,0
6590,0,-104.18,0.00,-0.83,-1.65,9.78,-9.6,5.0,0.6,0
6600,0,-104.16,0.00,-0.84,-1.64,9.79,-9.6,5.0,0.6,0
6611,0,-104.07,0.00,-0.85,-1.65,9.80,-9.6,5.0,0.6,0
6621,0,-104.03,0.00,-0.84,-1.66,9.79,-9.6,5.0,0.6,0
6631,0,-104.18,0.00,-0.84,-1.65,9.81,-9.6,5.0,0.6,0
6641,0,-104.17,0.00,-0.85,-1.64,9.80,-9.6,5.0,0.6,0
6651,0,-104.19,0.00,-0.85,-1.66,9.80,-9.6,5.0,0.6,0
6661,0,-104.17,0.00,-0.84,-1.64,9.80,-9.6,5.0,0.6,0
6671,0,-104.16,0.00,-0.84,-1.65,9.79,-9.6,5.0,0.6,0
6681,0,-104.15,0.00,-0.84,-1.66,9.80,-9.6,5.0,0.6,0
6691,0,-104.16,0.00,-0.84,-1.65,9.79,-9.6,5.0,0.6,0
6701,0,-104.21,0.00,-0.85,-1.65,9.80,-9.6,5.0,0.6,0
6710,0,-104.27,0.00,-0.84,-1.67,9.80,-9.6,5.0,0.6,0
6720,0,-104.28,0.00,-0.84,-1.66,9.80,-9.6,5.0,0.6,0
